<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170411,143000,158.0700000,158.3000000,158.0700000,158.1500000,248050
20170411,144500,158.1600000,158.3800000,158.1400000,158.3400000,429240
20170411,150000,158.3400000,158.5700000,158.2600000,158.3300000,755780
20170411,151500,158.3300000,158.3800000,157.7700000,157.9300000,975400
20170411,153000,157.9700000,158.0800000,157.3000000,157.4000000,1808470
20170411,154500,157.4000000,157.4000000,156.6700000,156.8500000,2164660
20170411,160000,156.8900000,156.8900000,156.1500000,156.5100000,1803620
20170411,161500,156.4300000,156.7600000,156.1500000,156.6100000,1143110
20170411,163000,156.6700000,157.4300000,156.6000000,157.1000000,1698690
20170411,164500,157.0500000,157.0800000,155.9500000,156.2300000,2241630
20170411,170000,156.3000000,156.9600000,156.0200000,156.1600000,826990
20170411,171500,156.2000000,156.4600000,156.0600000,156.2300000,492980
20170411,173000,156.1700000,156.3800000,156.0100000,156.0200000,1055350
20170411,174500,156.0500000,156.3900000,155.7700000,156.0200000,937850
20170411,180000,156.0700000,156.2200000,155.8500000,156.0400000,277410
20170411,181500,156.0500000,156.1200000,155.5000000,155.6900000,2107130
20170411,183000,155.6800000,156.0000000,155.3100000,156.0000000,2662000
20170411,184500,156.0000000,156.0000000,156.0000000,156.0000000,264270
20170412,100000,156.9400000,157.4400000,156.6100000,156.9500000,3275020
20170412,101500,156.9800000,157.0000000,156.2200000,156.9100000,962980
20170412,103000,156.9100000,157.3800000,156.3100000,157.0200000,2175350
20170412,104500,157.0800000,157.3000000,156.7000000,156.8100000,495080
20170412,110000,156.8100000,156.8500000,156.0000000,156.4800000,1346850
20170412,111500,156.4400000,156.9400000,156.1700000,156.2300000,856990
20170412,113000,156.2100000,156.4000000,155.5400000,156.1000000,1089580
20170412,114500,156.0500000,156.2000000,155.7200000,155.8500000,417410
20170412,120000,155.8500000,156.4900000,155.7900000,156.3200000,669360
20170412,121500,156.3600000,156.4700000,155.8100000,156.3300000,465990
20170412,123000,156.3100000,156.3800000,155.8900000,155.8900000,456490
20170412,124500,155.9400000,156.1000000,155.5700000,155.6100000,468980
20170412,130000,155.6500000,155.6900000,155.0500000,155.1100000,1765820
20170412,131500,155.1700000,155.3300000,154.8100000,155.0500000,913550
20170412,133000,155.0200000,155.0900000,154.8800000,155.0400000,166570
20170412,134500,155.0300000,155.5400000,154.9000000,155.1800000,764920
20170412,140000,155.2500000,155.2900000,153.0300000,153.4900000,3617220
20170412,141500,153.4900000,153.4900000,152.6300000,153.2800000,2650850
20170412,143000,153.2700000,153.2900000,152.0600000,152.7800000,3478740
20170412,144500,152.7800000,153.3000000,152.6200000,152.8100000,1281190
20170412,150000,152.8100000,153.3900000,152.6700000,153.2300000,965450
20170412,151500,153.1500000,153.3000000,152.8100000,153.2500000,489190
20170412,153000,153.2300000,153.3500000,152.9200000,153.0400000,819990
20170412,154500,153.0900000,153.2700000,152.8500000,152.8500000,324640
20170412,160000,152.8900000,152.9400000,152.2500000,152.2500000,1205330
20170412,161500,152.2600000,152.5800000,152.2500000,152.3700000,1132270
20170412,163000,152.3700000,152.5500000,152.2500000,152.3200000,1182090
20170412,164500,152.3100000,152.4300000,151.6700000,151.7800000,1707330
20170412,170000,151.8000000,151.8800000,151.5000000,151.6800000,1457010
20170412,171500,151.6800000,151.8300000,151.2500000,151.4500000,4216290
20170412,173000,151.4800000,151.7000000,151.2900000,151.5300000,1140580
20170412,174500,151.5300000,151.6400000,151.3400000,151.4500000,720340
20170412,180000,151.4900000,151.5900000,150.6700000,150.8100000,4280930
20170412,181500,150.7900000,151.0000000,150.6000000,150.6000000,2350740
20170412,183000,150.6000000,150.8300000,150.4000000,150.4500000,2841060
20170412,184500,150.2800000,150.2800000,150.2800000,150.2800000,1092360
20170413,100000,151.5700000,153.1400000,151.5000000,152.6200000,5638610
20170413,101500,152.6200000,152.7300000,151.2700000,151.5300000,6233630
20170413,103000,151.5300000,152.6600000,151.4500000,152.6000000,2081540
20170413,104500,152.6100000,152.6600000,151.8000000,152.2300000,2261670
20170413,110000,152.2400000,152.5500000,150.5100000,151.2300000,5177690
20170413,111500,151.2300000,151.5700000,150.5100000,150.8500000,2360720
20170413,113000,150.9100000,151.2400000,149.7000000,150.0300000,4779170
20170413,114500,150.0400000,150.8000000,149.7500000,150.5900000,3187430
20170413,120000,150.6500000,150.8300000,150.1900000,150.4900000,1303310
20170413,121500,150.4500000,152.2600000,150.4500000,151.8900000,3500110
20170413,123000,151.8900000,152.9700000,151.8200000,152.4200000,3372460
20170413,124500,152.4600000,152.8500000,151.8100000,152.2000000,2479990
20170413,130000,152.1400000,152.8100000,152.1300000,152.6800000,1085090
20170413,131500,152.6500000,153.3500000,152.4900000,152.8400000,2095890
20170413,133000,152.8800000,152.9300000,151.5500000,151.6900000,2089240
20170413,134500,151.6700000,152.0200000,151.4500000,151.7900000,1460090
20170413,140000,151.8900000,152.3700000,151.7000000,151.9800000,967600
20170413,141500,152.0800000,152.3900000,151.5900000,151.7900000,1420260
20170413,143000,151.7900000,152.3600000,151.7100000,152.0700000,842450
20170413,144500,152.1500000,152.2800000,151.9100000,152.2300000,363270
20170413,150000,152.2700000,152.7500000,152.1000000,152.2800000,774690
20170413,151500,152.2800000,152.3800000,151.7500000,152.1600000,581120
20170413,153000,152.1600000,152.4900000,151.9800000,152.0700000,457470
20170413,154500,152.0400000,152.2700000,151.2000000,151.3400000,760250
20170413,160000,151.3900000,151.6700000,151.0000000,151.1100000,828130
20170413,161500,151.0600000,152.0000000,150.6000000,151.6000000,1431970
20170413,163000,151.6700000,151.8400000,150.7300000,150.9000000,1754480
20170413,164500,150.9100000,151.5900000,150.8200000,151.2700000,845000
20170413,170000,151.2400000,151.9000000,150.6000000,150.8600000,1752700
20170413,171500,150.8300000,151.1800000,150.6300000,150.6900000,835360
20170413,173000,150.6600000,150.9400000,150.3300000,150.8800000,1089170
20170413,174500,150.8800000,151.3600000,150.6300000,150.9100000,814460
20170413,180000,150.9300000,151.4700000,150.8500000,151.4200000,1067610
20170413,181500,151.4400000,152.2000000,151.4000000,152.0000000,1769320
20170413,183000,152.0000000,152.2900000,151.7600000,151.7800000,1806760
20170413,184500,152.0000000,152.0000000,152.0000000,152.0000000,661880
20170414,100000,150.6000000,151.9600000,150.6000000,151.7300000,1617230
20170414,101500,151.7100000,151.7700000,151.2000000,151.4500000,635310
20170414,103000,151.4000000,151.5900000,151.2000000,151.3600000,444920
20170414,104500,151.3600000,151.4000000,151.1000000,151.2100000,510570
20170414,110000,151.2100000,151.8200000,151.2000000,151.3700000,432770
20170414,111500,151.3700000,151.6700000,151.3300000,151.3400000,302170
20170414,113000,151.3500000,151.4500000,151.3000000,151.3700000,370040
20170414,114500,151.3300000,151.7800000,151.3000000,151.6800000,546440
20170414,120000,151.7100000,151.7800000,151.4000000,151.5700000,478050
20170414,121500,151.5800000,151.7600000,151.5000000,151.5100000,312050
20170414,123000,151.5500000,151.7900000,151.5000000,151.6800000,219330
20170414,124500,151.7400000,152.0000000,151.6500000,151.9100000,479250
20170414,130000,151.9300000,152.0500000,151.6100000,151.6800000,1016350
20170414,131500,151.7300000,151.8800000,151.6600000,151.8400000,90560
20170414,133000,151.8400000,151.9000000,151.7100000,151.7900000,94630
20170414,134500,151.7800000,151.9400000,151.7700000,151.9200000,75560
20170414,140000,151.9200000,151.9400000,151.7900000,151.9000000,47380
20170414,141500,151.8900000,152.2500000,151.8000000,152.1500000,493840
20170414,143000,152.1100000,152.1700000,151.8300000,151.9500000,252180
20170414,144500,151.9500000,152.0900000,151.8500000,151.9300000,141610
20170414,150000,151.9600000,152.1000000,151.9300000,152.0500000,252900
20170414,151500,152.0200000,152.0800000,151.5300000,151.5500000,247410
20170414,153000,151.5700000,151.8500000,151.2000000,151.2500000,677050
20170414,154500,151.2900000,151.4000000,151.2000000,151.2300000,378980
20170414,160000,151.2400000,151.3200000,149.5000000,149.5000000,2626670
20170414,161500,149.5000000,150.2900000,149.2700000,149.7000000,2349100
20170414,163000,149.6800000,149.7000000,148.6000000,149.0700000,3019270
20170414,164500,149.0600000,149.8900000,148.8700000,149.7000000,1291950
20170414,170000,149.6900000,149.7500000,148.9600000,149.4100000,932290
20170414,171500,149.3100000,149.4000000,149.0000000,149.2000000,715650
20170414,173000,149.2000000,149.2000000,148.7700000,149.0000000,972680
20170414,174500,149.0500000,149.2300000,148.8000000,149.0000000,443320
20170414,180000,148.9500000,149.4100000,148.8900000,149.3100000,475740
20170414,181500,149.3100000,149.6000000,149.0100000,149.5900000,876660
20170414,183000,149.5800000,149.5900000,149.1100000,149.1900000,765440
20170414,184500,149.2400000,149.2400000,149.2400000,149.2400000,255280
20170417,100000,149.4000000,150.3300000,148.7000000,148.9300000,2573210
20170417,101500,148.9200000,149.9100000,148.7200000,149.6100000,1728090
20170417,103000,149.6900000,150.0000000,149.3400000,149.6600000,1286570
20170417,104500,149.6300000,149.9000000,149.4100000,149.8100000,432360
20170417,110000,149.8600000,149.9500000,148.6100000,148.8200000,1814810
20170417,111500,148.8300000,149.3800000,148.0100000,148.2800000,2312890
20170417,113000,148.2800000,148.4700000,148.0500000,148.3300000,1279270
20170417,114500,148.3000000,148.4300000,147.6200000,148.0900000,2187820
20170417,120000,148.1000000,148.5900000,147.9000000,148.4900000,516880
20170417,121500,148.4400000,148.5000000,147.9800000,148.1100000,524340
20170417,123000,148.1200000,148.5800000,147.9500000,148.5000000,482120
20170417,124500,148.5000000,149.6500000,148.4600000,149.1800000,2463240
20170417,130000,149.2200000,150.0000000,149.1000000,149.8800000,1481430
20170417,131500,149.9000000,149.9600000,149.4400000,149.6200000,656540
20170417,133000,149.6700000,149.8700000,149.6000000,149.7000000,298180
20170417,134500,149.7100000,149.9300000,149.7000000,149.8100000,315960
20170417,140000,149.8000000,150.0000000,149.4300000,149.6900000,1003510
20170417,141500,149.6500000,149.7100000,148.8100000,149.2100000,587220
20170417,143000,149.2400000,151.4900000,149.1500000,151.4800000,2948710
20170417,144500,151.4800000,152.1600000,151.2100000,151.5700000,3252010
20170417,150000,151.5700000,151.8500000,151.4200000,151.6200000,1030020
20170417,151500,151.6200000,153.0000000,151.5500000,152.9500000,2315830
20170417,153000,152.9500000,153.2000000,152.5300000,152.6800000,1462920
20170417,154500,152.6800000,152.9100000,152.6800000,152.8400000,807870
20170417,160000,152.8300000,152.9400000,152.5000000,152.6200000,764650
20170417,161500,152.6200000,152.7400000,152.5000000,152.6600000,1014740
20170417,163000,152.6700000,152.9500000,152.5200000,152.6400000,1022020
20170417,164500,152.6500000,153.5000000,152.5900000,153.3600000,3202030
20170417,170000,153.3600000,153.4600000,153.0000000,153.1600000,633930
20170417,171500,153.1600000,153.2000000,153.0000000,153.0100000,323920
20170417,173000,153.0200000,153.2000000,152.8600000,152.9500000,520810
20170417,174500,152.9600000,153.3200000,152.9300000,153.3000000,621700
20170417,180000,153.3000000,153.5700000,153.0300000,153.5000000,2352080
20170417,181500,153.5000000,154.1000000,153.3100000,153.9000000,1971730
20170417,183000,153.9200000,154.2000000,153.8000000,153.9900000,2067050
20170417,184500,153.9900000,153.9900000,153.9900000,153.9900000,90140
20170418,100000,154.4400000,155.3000000,153.9900000,154.6800000,4921630
20170418,101500,154.6300000,155.1900000,154.1800000,154.8200000,3647670
20170418,103000,154.8500000,155.0000000,154.0600000,154.4600000,2361370
20170418,104500,154.4500000,154.6900000,153.7300000,153.9100000,2330590
20170418,110000,153.9000000,154.7000000,153.6100000,154.4500000,1801880
20170418,111500,154.4300000,154.8500000,153.8100000,153.8800000,1866440
20170418,113000,153.8800000,154.2700000,153.5000000,153.8700000,2891890
20170418,114500,153.8300000,154.1200000,153.6100000,153.7500000,1068550
20170418,120000,153.6900000,154.1700000,153.6200000,153.6800000,891190
20170418,121500,153.6600000,153.6600000,153.0500000,153.4000000,2358370
20170418,123000,153.3400000,153.3600000,152.7700000,152.8300000,1580320
20170418,124500,152.8500000,152.8800000,152.5500000,152.6500000,1588710
20170418,130000,152.6500000,152.8800000,152.3900000,152.8600000,1914390
20170418,131500,152.8300000,153.1200000,152.6500000,152.8300000,857440
20170418,133000,152.8300000,154.0000000,152.7000000,153.9500000,1599420
20170418,134500,153.9500000,154.0000000,153.4100000,153.5800000,742200
20170418,140000,153.5800000,153.9000000,153.0600000,153.1400000,646840
20170418,141500,153.1000000,153.7800000,152.9300000,153.6100000,527640
20170418,143000,153.6100000,154.4700000,153.5500000,154.0700000,1609060
20170418,144500,154.0600000,154.2400000,153.6100000,153.6100000,572060
20170418,150000,153.6100000,153.8900000,153.5100000,153.8500000,421200
20170418,151500,153.8000000,154.1100000,153.1600000,153.1600000,872350
20170418,153000,153.1500000,153.1800000,152.6000000,152.6500000,2222140
20170418,154500,152.6600000,153.2000000,152.1500000,153.0300000,2727820
20170418,160000,153.0300000,153.9200000,152.9000000,153.8600000,1047270
20170418,161500,153.8700000,154.0900000,153.6100000,153.8800000,1013370
20170418,163000,153.8800000,154.8000000,153.7000000,154.5200000,1996070
20170418,164500,154.5500000,154.7000000,154.0800000,154.3800000,1456550
20170418,170000,154.3300000,155.5900000,154.3000000,155.2700000,4115850
20170418,171500,155.2500000,155.4400000,154.1000000,154.2000000,2852140
20170418,173000,154.1800000,154.3600000,153.6900000,153.9000000,1314620
20170418,174500,153.8700000,154.3100000,153.6200000,153.9200000,722240
20170418,180000,153.9500000,154.5000000,153.9500000,154.1000000,720760
20170418,181500,154.1400000,154.2400000,153.8500000,153.8900000,956110
20170418,183000,153.8600000,154.0000000,153.3200000,153.5200000,2305090
20170418,184500,153.4000000,153.4000000,153.4000000,153.4000000,314570
20170419,100000,153.1900000,154.2000000,152.3600000,152.7300000,3170310
20170419,101500,152.7300000,153.1500000,152.6600000,152.9300000,1475360
20170419,103000,152.8700000,154.8000000,152.6500000,154.3100000,4221100
20170419,104500,154.3200000,154.8400000,154.0000000,154.5100000,2089340
20170419,110000,154.5300000,154.8300000,154.1500000,154.3700000,896010
20170419,111500,154.4000000,154.5900000,153.6500000,154.5900000,1145060
20170419,113000,154.6000000,155.0300000,153.9300000,154.1300000,2185250
20170419,114500,154.0500000,154.6800000,154.0500000,154.6400000,855540
20170419,120000,154.6400000,155.0000000,154.4500000,154.7000000,890160
20170419,121500,154.6800000,155.2800000,154.6000000,154.9400000,1519980
20170419,123000,154.9200000,155.3800000,154.8400000,154.9700000,794180
20170419,124500,154.9700000,155.2000000,154.7900000,154.8400000,1367350
20170419,130000,154.8400000,155.0600000,154.6200000,154.9700000,657700
20170419,131500,154.9600000,155.2600000,154.8400000,155.1500000,610850
20170419,133000,155.1500000,155.3500000,154.8000000,154.8900000,392760
20170419,134500,154.8700000,155.2000000,154.7300000,155.1000000,478960
20170419,140000,155.1000000,155.1400000,154.8900000,155.0000000,275610
20170419,141500,154.9500000,155.0000000,154.6200000,154.6200000,494020
20170419,143000,154.6300000,154.7700000,154.1900000,154.6500000,1215050
20170419,144500,154.6500000,154.7300000,154.1600000,154.2500000,423190
20170419,150000,154.2500000,154.5800000,154.0000000,154.2700000,882290
20170419,151500,154.2000000,154.8900000,154.2000000,154.7500000,473590
20170419,153000,154.7500000,154.8000000,154.3300000,154.4600000,303560
20170419,154500,154.4000000,154.4300000,154.0600000,154.2900000,445680
20170419,160000,154.2700000,154.5000000,154.0500000,154.2500000,452540
20170419,161500,154.2900000,154.7900000,154.2800000,154.6500000,687080
20170419,163000,154.6500000,154.6800000,154.2000000,154.2000000,497340
20170419,164500,154.2400000,154.5200000,154.2000000,154.4000000,202400
20170419,170000,154.3300000,154.6000000,154.2100000,154.3500000,268540
20170419,171500,154.3700000,154.5400000,154.0000000,154.1600000,1020980
20170419,173000,154.2000000,154.2600000,153.8000000,153.9900000,1251430
20170419,174500,153.9700000,154.0000000,153.5300000,153.6600000,1566360
20170419,180000,153.6500000,154.1500000,153.5700000,154.0100000,1312590
20170419,181500,153.9800000,154.0800000,153.6700000,153.9700000,1149930
20170419,183000,153.9700000,154.3600000,153.8400000,154.3300000,2359310
20170419,184500,153.6000000,153.6000000,153.6000000,153.6000000,917290
20170420,100000,152.9900000,153.9400000,152.9800000,153.6200000,3180780
20170420,101500,153.6000000,154.1000000,153.4000000,153.4100000,3005730
20170420,103000,153.4100000,153.7000000,153.0600000,153.1300000,1660230
20170420,104500,153.1200000,153.3100000,152.6700000,152.7100000,1039900
20170420,110000,152.7100000,153.4000000,152.2600000,153.2100000,1947030
20170420,111500,153.2300000,153.9400000,153.2300000,153.4800000,1107650
20170420,113000,153.4400000,153.8700000,153.3800000,153.8000000,551790
20170420,114500,153.8300000,154.5000000,153.8000000,154.3600000,1455500
20170420,120000,154.3700000,154.7000000,154.1100000,154.3500000,670900
20170420,121500,154.3600000,154.4900000,153.9100000,154.0200000,754220
20170420,123000,154.0100000,154.7600000,153.9000000,154.7500000,686510
20170420,124500,154.7000000,154.9500000,154.4100000,154.7800000,806770
20170420,130000,154.8000000,154.9700000,154.1000000,154.2800000,759910
20170420,131500,154.2800000,154.4400000,153.8000000,153.9900000,576240
20170420,133000,153.9400000,154.1900000,153.7100000,153.9000000,361760
20170420,134500,153.9100000,154.1200000,153.6300000,154.0000000,322150
20170420,140000,154.0200000,154.1600000,153.5200000,153.6700000,598840
20170420,141500,153.6800000,153.6900000,153.5400000,153.6400000,968440
20170420,143000,153.6500000,154.7300000,153.2000000,154.4300000,6856320
20170420,144500,154.4300000,154.9000000,154.2400000,154.7800000,1776830
20170420,150000,154.7300000,154.8100000,154.2500000,154.3400000,1056580
20170420,151500,154.3400000,154.8400000,154.2500000,154.8200000,1379810
20170420,153000,154.8300000,156.5600000,154.7900000,156.5100000,6250320
20170420,154500,156.5600000,157.4000000,156.0000000,157.3400000,4654340
20170420,160000,157.3100000,158.2700000,157.2200000,157.5100000,4770840
20170420,161500,157.5200000,157.6100000,157.1000000,157.4500000,1475990
20170420,163000,157.4600000,157.7500000,157.3000000,157.5000000,1356720
20170420,164500,157.5000000,157.5700000,156.6900000,156.7600000,2155070
20170420,170000,156.7400000,157.3000000,156.6900000,157.1400000,1564940
20170420,171500,157.1300000,157.2500000,156.5000000,156.7200000,1139660
20170420,173000,156.7500000,157.1000000,156.6400000,156.8900000,493330
20170420,174500,156.9000000,157.6200000,156.8500000,157.3200000,1267670
20170420,180000,157.3300000,157.9300000,157.2500000,157.5500000,1946990
20170420,181500,157.5600000,158.0800000,157.4200000,158.0100000,2115410
20170420,183000,158.0600000,158.4000000,157.9200000,158.3100000,2959430
20170420,184500,158.2100000,158.2100000,158.2100000,158.2100000,376590
20170421,100000,158.7500000,159.2200000,158.3100000,158.3200000,4499890
20170421,101500,158.3100000,158.7400000,158.2500000,158.5900000,1186670
20170421,103000,158.5900000,158.8800000,158.4000000,158.5800000,1698130
20170421,104500,158.6000000,158.9000000,158.2200000,158.8800000,2267240
20170421,110000,158.8800000,159.1800000,157.8000000,157.8300000,2984430
20170421,111500,157.8000000,159.2200000,157.8000000,159.1200000,2460090
20170421,113000,159.1200000,159.8400000,159.1200000,159.8400000,4798280
20170421,114500,159.8400000,160.1500000,159.6700000,159.9500000,5053430
20170421,120000,159.9300000,160.2900000,159.7100000,160.2200000,1995140
20170421,121500,160.2100000,160.2700000,159.4200000,159.8400000,2959630
20170421,123000,159.8700000,159.9700000,159.7000000,159.8000000,438850
20170421,124500,159.8000000,160.0000000,159.6200000,159.8900000,535450
20170421,130000,159.9000000,159.9900000,159.4300000,159.5400000,651150
20170421,131500,159.5200000,159.8200000,159.5000000,159.7500000,711480
20170421,133000,159.7800000,160.0000000,159.7500000,160.0000000,804010
20170421,134500,160.0000000,160.0700000,159.8000000,159.9200000,501750
20170421,140000,159.8700000,160.3000000,159.8300000,160.0000000,701400
20170421,141500,159.9900000,160.3000000,159.6300000,159.6800000,1659610
20170421,143000,159.6500000,159.8100000,159.5000000,159.6100000,837960
20170421,144500,159.6100000,159.9000000,159.2600000,159.7700000,1947190
20170421,150000,159.7400000,159.9000000,159.6500000,159.7900000,490510
20170421,151500,159.8400000,160.1500000,159.8000000,159.9400000,1143120
20170421,153000,159.9700000,160.1500000,159.7600000,160.0700000,548890
20170421,154500,160.0700000,160.1800000,159.8500000,159.9100000,410800
20170421,160000,159.8900000,160.1000000,159.7400000,159.9300000,1353800
20170421,161500,159.9300000,159.9400000,159.4000000,159.6100000,2154600
20170421,163000,159.5900000,159.6700000,159.4100000,159.5000000,1053710
20170421,164500,159.5000000,159.5400000,159.3000000,159.5000000,1012300
20170421,170000,159.5000000,159.6000000,159.4000000,159.5400000,507830
20170421,171500,159.5300000,160.0000000,159.4600000,159.9200000,1377520
20170421,173000,159.8700000,159.9200000,159.6000000,159.6100000,769030
20170421,174500,159.6100000,159.6500000,158.5600000,158.8100000,2624530
20170421,180000,158.8100000,158.8700000,158.6000000,158.7200000,1585280
20170421,181500,158.7300000,159.1100000,158.6700000,158.8900000,1119870
20170421,183000,158.8500000,159.2300000,158.7100000,159.1000000,1495760
20170421,184500,159.5900000,159.5900000,159.5900000,159.5900000,744140
20170424,100000,161.1300000,162.8000000,161.0000000,161.8200000,6188960
20170424,101500,161.8100000,162.2000000,161.5500000,161.8700000,1524920
20170424,103000,161.9000000,162.0000000,161.6000000,161.7800000,1517670
20170424,104500,161.7800000,161.9400000,161.1200000,161.1700000,2228360
20170424,110000,161.1300000,162.1500000,161.0500000,162.0400000,5075550
20170424,111500,161.9800000,162.2900000,161.8700000,161.9900000,2201380
20170424,113000,161.9800000,162.5900000,161.9200000,162.1500000,1560400
20170424,114500,162.1500000,162.8800000,162.1200000,162.6900000,2524900
20170424,120000,162.6700000,162.7900000,162.4800000,162.5900000,1026970
20170424,121500,162.6400000,162.6900000,162.2600000,162.3100000,646640
20170424,123000,162.2800000,162.4800000,162.0100000,162.1000000,989980
20170424,124500,162.1400000,162.3900000,162.0600000,162.3600000,323230
20170424,130000,162.4000000,162.4500000,161.8100000,161.8400000,756240
20170424,131500,161.8400000,162.1800000,161.7600000,161.9500000,616290
20170424,133000,161.9500000,162.4800000,161.9500000,162.4800000,265470
20170424,134500,162.4700000,162.4800000,162.1800000,162.3000000,478400
20170424,140000,162.2300000,162.5900000,162.1800000,162.5800000,281650
20170424,141500,162.5500000,162.6100000,162.2200000,162.2600000,451430
20170424,143000,162.2900000,162.5600000,162.2000000,162.5000000,197900
20170424,144500,162.5200000,162.5700000,162.2700000,162.5400000,643570
20170424,150000,162.5300000,162.7700000,162.4700000,162.7700000,774590
20170424,151500,162.7700000,163.1300000,162.7100000,162.8800000,2189320
20170424,153000,162.8800000,163.0000000,162.6000000,162.6500000,808240
20170424,154500,162.7000000,162.9400000,162.6600000,162.8500000,709970
20170424,160000,162.8400000,163.1200000,162.7500000,163.0600000,1366030
20170424,161500,163.1200000,163.4300000,162.9300000,163.4300000,1183780
20170424,163000,163.4200000,163.4300000,162.8200000,162.9000000,1015610
20170424,164500,162.9000000,163.2000000,162.8000000,162.9100000,907650
20170424,170000,162.9900000,163.1300000,162.5700000,162.7600000,1310800
20170424,171500,162.7300000,162.7500000,162.2000000,162.4300000,1529330
20170424,173000,162.4300000,162.6900000,162.1000000,162.2000000,1377570
20170424,174500,162.2000000,162.9800000,162.1500000,162.5300000,1154220
20170424,180000,162.5700000,162.9000000,162.5000000,162.8700000,503020
20170424,181500,162.8700000,163.2000000,162.5900000,162.6000000,1246620
20170424,183000,162.6000000,162.8700000,162.3600000,162.5000000,1862940
20170424,184500,162.5000000,162.5000000,162.5000000,162.5000000,484100
20170425,100000,163.0800000,163.0900000,161.3100000,161.6300000,3617940
20170425,101500,161.6300000,161.8700000,161.3700000,161.5000000,1571810
20170425,103000,161.5000000,162.1800000,161.4000000,162.1400000,1579550
20170425,104500,162.1500000,162.4500000,161.8200000,161.8700000,1043150
20170425,110000,161.8500000,161.9000000,161.5000000,161.5700000,962210
20170425,111500,161.5700000,162.4000000,161.5500000,162.3500000,1065350
20170425,113000,162.3400000,162.7000000,162.1200000,162.5700000,1352160
20170425,114500,162.5700000,163.5300000,162.5100000,163.2800000,2621440
20170425,120000,163.2500000,163.5000000,162.7500000,162.8400000,1298220
20170425,121500,162.8400000,163.0900000,162.5100000,162.6900000,963470
20170425,123000,162.6200000,162.8100000,162.3800000,162.4000000,1051200
20170425,124500,162.4000000,162.4500000,161.6700000,162.0200000,2123260
20170425,130000,162.0200000,162.5000000,161.9500000,162.2400000,1065750
20170425,131500,162.2900000,162.6900000,162.2100000,162.5000000,642340
20170425,133000,162.5000000,162.7900000,162.2400000,162.7500000,716200
20170425,134500,162.7500000,163.0500000,162.6400000,162.9300000,691420
20170425,140000,162.9300000,163.1800000,162.6300000,163.1500000,961420
20170425,141500,163.1900000,163.2000000,162.6700000,162.7500000,994490
20170425,143000,162.7400000,163.0000000,162.7100000,162.8900000,556780
20170425,144500,162.9000000,163.0000000,162.8100000,162.9300000,373910
20170425,150000,162.9000000,162.9700000,162.5600000,162.7200000,579280
20170425,151500,162.6800000,163.1000000,162.5200000,162.9400000,981900
20170425,153000,162.9500000,163.0400000,162.8300000,162.9200000,437370
20170425,154500,162.9200000,163.0400000,162.7200000,162.9400000,959020
20170425,160000,162.9300000,162.9800000,162.7900000,162.9000000,383860
20170425,161500,162.9500000,163.0400000,162.7500000,162.9200000,863480
20170425,163000,162.8900000,162.9000000,162.4000000,162.8700000,1713530
20170425,164500,162.8900000,162.9500000,162.3800000,162.7700000,1049580
20170425,170000,162.7200000,162.9900000,162.7000000,162.9000000,1274690
20170425,171500,162.8900000,163.0500000,162.5500000,162.6000000,812830
20170425,173000,162.6000000,162.7900000,162.4400000,162.5500000,824920
20170425,174500,162.6000000,162.9200000,162.5700000,162.8800000,354000
20170425,180000,162.8500000,162.8800000,162.5300000,162.5800000,445040
20170425,181500,162.5800000,163.0400000,162.5300000,162.7300000,1558770
20170425,183000,162.7300000,163.1300000,162.7000000,162.9200000,2258930
20170425,184500,162.5500000,162.5500000,162.5500000,162.5500000,710630
20170426,100000,163.1000000,163.7900000,162.6500000,163.2900000,1844800
20170426,101500,163.2600000,163.4300000,162.7700000,163.0200000,697840
20170426,103000,163.0200000,163.1800000,162.7400000,163.0100000,648730
20170426,104500,163.0200000,163.6500000,162.9300000,163.4100000,1520080
20170426,110000,163.4100000,163.5500000,163.2200000,163.3700000,609260
20170426,111500,163.3400000,163.4500000,162.0200000,162.1300000,2527890
20170426,113000,162.1600000,162.3900000,161.8400000,162.1100000,1933300
20170426,114500,162.0700000,162.3000000,161.7500000,161.7500000,1076630
20170426,120000,161.7400000,162.3400000,161.7000000,162.1000000,808580
20170426,121500,162.0900000,162.3800000,162.0100000,162.3400000,461660
20170426,123000,162.3400000,162.7700000,162.0500000,162.7000000,671300
20170426,124500,162.6900000,162.9700000,162.4100000,162.7200000,1136110
20170426,130000,162.7200000,162.8100000,162.4500000,162.6900000,836490
20170426,131500,162.6500000,162.6500000,162.2800000,162.5300000,500540
20170426,133000,162.5200000,162.6700000,162.3200000,162.6300000,351150
20170426,134500,162.6200000,162.6500000,162.3400000,162.5600000,379020
20170426,140000,162.5600000,162.7900000,162.4400000,162.6000000,383430
20170426,141500,162.6500000,162.8600000,162.6100000,162.7400000,298500
20170426,143000,162.7800000,162.8000000,162.4500000,162.5000000,232100
20170426,144500,162.4800000,162.6100000,162.2700000,162.4200000,456830
20170426,150000,162.4600000,162.6800000,162.2000000,162.4400000,835850
20170426,151500,162.4300000,162.6000000,162.2000000,162.6000000,550390
20170426,153000,162.6000000,163.2000000,162.5300000,162.9800000,1683160
20170426,154500,162.9900000,163.0900000,162.7900000,162.9800000,896440
20170426,160000,162.9500000,163.9500000,162.9500000,163.8100000,2663450
20170426,161500,163.8500000,164.2000000,163.6600000,163.9900000,3885260
